customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0172-DAQHB,Female,1,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.93,4363.26,Yes
0173-HGZZB,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.31,5237.55,No
0174-VVCRL,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.85,4029.8,No
0175-AVLEY,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.89,719.42,No
0176-QPOWO,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,104.54,2260.45,No
0177-EUNBK,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.89,614.16,No
0178-SGFBF,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.74,1522.48,No
0179-RBROS,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,106.5, ,No
0180-BTYFA,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.64,2890.64,Yes
0181-XOWJS,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.61, ,No
0182-QEDJX,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.5,424.49,Yes
0183-QJQTX,Female,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.77,2227.9,No
0184-EBFUB,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.33,441.46,No
0185-MKKPK,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.65,355.92,Yes
0186-SOYWW,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.4,1363.69,No
0187-PKVPH,Female,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,50.68,3098.71,No
0188-DHDXY,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.8,1266.7,No
0189-CCRZS,Female,0,Yes,Yes,14,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),70.73,988.17,No
0190-SUERJ,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.89,581.07,No
0191-VUFAE,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.45,441.56,Yes
0192-ILZNB,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.58,874.97,No
0193-QNZMI,Female,0,No,No,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.54,1847.3,No
0194-ZYOYV,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.52,4250.81,No
0195-OXKPQ,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.27,3371.65,No
0196-ZDAHQ,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,96.99,5073.04,No
0197-CTOOX,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.83,756.44,No
0198-VNZWN,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.34,661.24,No
0199-XBMZN,Female,0,No,No,48,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.75,2716.08,No
0200-XSGCO,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.49,1029.77,No
0201-WNKOM,Male,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.01,616.47,Yes
0202-RZFCS,Female,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,581.4,No
0203-OYWEJ,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.47,303.47,No
0204-GYQGV,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),74.19,149.15,No
0205-ZLYQM,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.49,1877.88,Yes
0206-TYDJC,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.86,1274.07,No
0207-IMROD,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,99.61,6137.55,No
0208-OVBOH,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,64.1,1620.41,No
0209-HQLSJ,Female,1,No,Yes,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.49,374.36,Yes
0210-IEFTZ,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.5,1102.36,No
0211-BXMFE,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.56,492.39,No
0212-YAUVU,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.07,572.28,Yes
0213-FFWPD,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.77,162.88,Yes
0214-KXWIW,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.34,339.59,Yes
0215-CSHED,Male,0,No,Yes,43,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,61.86,2773.08,No
0216-XFBTK,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.22,424.91,No
0217-DOFVQ,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),77.51,3277.61,No
0218-XFSYB,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.63,262.38,No
0219-OKHZS,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.94,1225.23,No
0220-MLEFZ,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.29,2802.38,No
0221-VDSTA,Female,1,No,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.01,3157.51,No
0222-TQLOA,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.82,1943.54,No
0223-ZNFEK,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.94,447.55,No
0224-DMKCA,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.48,251.02,No
0225-FRXJE,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.46,1205.34,Yes
0226-WJLBM,Male,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.86,1902.11,Yes
0227-HBTAE,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.7,4015.61,No
0228-IQIKO,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,69.98,4177.15,Yes
0229-XFWCQ,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.14,698.37,Yes
0230-ELRNU,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.98,2210.09,No
0231-XKIBL,Male,0,No,Yes,70,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,75.89,5278.37,No
0232-CCAHV,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.43,354.35,No
0233-HKIEN,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.16,2890.57,Yes
0234-CUEES,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),84.58,3288.76,No
0235-NZDYM,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,94.02,1130.72,Yes
0236-JYRHH,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.89,2000.36,No
0237-GHNSF,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.08,1284.98,No
0238-AWOAY,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.33,5055.88,Yes
0239-QAOWB,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.32,6311.06,No
0240-NUHHS,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.02,2647.55,No
0241-GSFFC,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.43,263.38,Yes
0242-GSHJT,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.02,1173.22,Yes
0243-OOATG,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,96.25,5847.89,No
0244-DFYAE,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.48,1036.07,No
0245-WADVB,Male,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,88.14,940.43,Yes
0246-JEJAV,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.13,90.93,Yes
0247-FMODM,Male,1,No,No,50,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.42,2719.05,No
0248-XTXOH,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),104.67,1529.86,No
0249-EODLM,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.81,649.72,No
0250-BSSDD,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,63.51,178.3,No
0251-ZKETK,Female,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.01,1465.82,Yes
0252-JHFFH,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.66,726.52,Yes
0253-WOZNK,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,89.22,2996.61,No
0254-LZMHR,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.07, ,Yes
0255-YAOHK,Male,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,76.15,1170.33,No
0256-LLDPD,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,110.4,1437.2,Yes
0257-EXEHJ,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.36,212.0,No
0258-QZIVS,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.36,1240.24,No
0259-NHIVK,Female,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.66,739.01,Yes
0260-WANEU,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.17,361.93,Yes
0261-ZNDVW,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.27,5362.03,Yes
0262-YAVWS,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,56.1,2928.23,No
0263-HOUOI,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,85.43,6192.22,No
0264-UIJTY,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.96,620.75,Yes
0265-UZICT,Male,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.49,5821.5,No
0266-YZKFB,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.51,3421.14,Yes
0267-GRBQK,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),75.96,3888.87,No
0268-LSVXY,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.68,612.64,No
0269-GTFUX,Male,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),88.46,177.0,No
0270-AQKVZ,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,79.75,3908.14,No
0271-RUQGQ,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,80.61,632.37,No
0272-TIQTV,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.53,2188.58,Yes
0273-VHQGA,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.0,5887.33,No
0274-MWSXS,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.64,761.4,Yes
0275-QMPHS,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.0,540.28,No
0276-RANSO,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.41, ,Yes
0277-RBVQR,Female,1,No,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.21,1564.66,Yes
0278-FSDAH,Male,0,No,No,59,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.91,4236.16,No
0279-WGCJJ,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),103.97,5247.04,Yes
0280-SNBAW,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.95, ,Yes
0281-WRGHA,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.6,1372.73,No
0282-YWCXW,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.57,795.87,No
0283-HVYOE,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1293.35,Yes
0284-CSAOH,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.9,1667.47,No
0285-BCXNX,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),77.82, ,Yes
0286-NKPDT,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.06,883.19,No
0287-EVUNW,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.64,69.56,Yes
0288-PRGJG,Male,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,59.66,3225.75,No
0289-AWUSP,Female,1,Yes,No,56,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.34,4180.89,Yes
0290-SDRBA,Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,72.19,73.46,No
0291-OETKJ,Male,1,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.96,4246.63,Yes
0292-BCWWL,Male,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.6,4714.88,Yes
0293-TEEFI,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.76,2281.93,No
0294-BULCT,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.79,3306.58,Yes
0295-ZVLXQ,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,126.95,No
0296-JXNWQ,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),62.67,2442.93,No
0297-RSQNI,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.91,2714.1,No
0298-HBMYG,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.51,223.97,Yes
0299-IVVKN,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.73,4188.8,No
0300-DZZMB,Male,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,76.37,3132.53,No
0301-WEKFR,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.54,657.02,No
0302-UJDIF,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),94.71,3907.93,No
0303-BQEYF,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.37,1808.71,No
0304-ZLWUJ,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.14,260.45,No
0305-VUYFH,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.1,1820.7,No
0306-BLMYU,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.5,813.89,No
0307-GJMQZ,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,111.14,3124.22,No
0308-UZNBV,Male,0,No,No,2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.21,107.24,Yes
0309-KASUD,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.36,5306.93,No
0310-SZUKH,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.44,1198.12,No
0311-KDQGH,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.81,226.6,Yes
0312-CVBWO,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.36,89.77,No
0313-XVVEX,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.84,4054.19,Yes
0314-AZDOT,Female,1,No,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.03,2914.97,No
0315-SCTKQ,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.56, ,Yes
0316-MKBIZ,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.65,84.93,Yes
0317-BUIIH,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.53,673.31,No
